date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:06:22	2820/2820	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b04-5cd476b682997%22	http://www.ansonika.com/limmo/css/smiles_icon_fonts/font/smiles.eot?	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/css/smiles_icon_fonts/font/smilesd41d.eot	(from http://www.ansonika.com/limmo/css/vendors.css)
23:06:22	2660/2660	---M--	200	added ('OK')	text/html	etag:%22a64-5cd476b796fc5%22	http://www.ansonika.com/limmo/css/smiles_icon_fonts/font/smiles.ttf	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/css/smiles_icon_fonts/font/smiles.html	(from http://www.ansonika.com/limmo/css/vendors.css)
23:06:23	6805/6805	---M--	200	added ('OK')	image/svg+xml	etag:%221a95-5cd476b79690e%22	http://www.ansonika.com/limmo/css/smiles_icon_fonts/font/smiles.svg	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/css/smiles_icon_fonts/font/smiles.svg	(from http://www.ansonika.com/limmo/css/vendors.css)
23:06:24	269/269	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Mar%202022%2017:35:08%20GMT	http://www.ansonika.com/limmo/css/owl.video.play.png	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/css/owl.video.play.png	(from http://www.ansonika.com/limmo/css/vendors.css)
23:06:24	508/508	---M--	200	added ('OK')	application/javascript	etag:%221fc-5cd4789c400fb%22	http://www.ansonika.com/limmo/js/reservation_wizard_func.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/js/reservation_wizard_func.js	(from http://www.ansonika.com/limmo/index.html)
23:06:25	320/320	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2027%20Mar%202022%2017:35:09%20GMT	http://www.ansonika.com/limmo/html_rtl	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl	(from http://www.ansonika.com/limmo/registration.html)
23:06:25	5219/5219	---M--	200	added ('OK')	application/javascript	etag:%221463-5cd47899614f5%22	http://www.ansonika.com/limmo/js/daterangepicker_func.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/js/daterangepicker_func.js	(from http://www.ansonika.com/limmo/index.html)
23:06:26	15961/15961	---M-Z	200	added ('OK')	text/html	etag:%223e59-5cd476da8d080-gzip%22	http://www.ansonika.com/limmo/html_rtl/	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/index-2.html	(from http://www.ansonika.com/limmo/registration.html)
23:06:26	513/513	---M--	200	added ('OK')	application/javascript	etag:%22201-5cd4789bb4238%22	http://www.ansonika.com/limmo/js/registration_wizard_func.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/js/registration_wizard_func.js	(from http://www.ansonika.com/limmo/registration.html)
23:06:27	782/782	---M--	200	added ('OK')	application/javascript	etag:%2230e-5cd47896dea30%22	http://www.ansonika.com/limmo/js/autocomplete_func.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/js/autocomplete_func.js	(from http://www.ansonika.com/limmo/registration.html)
23:06:27	529/529	---M--	200	added ('OK')	application/javascript	etag:%22211-5cd4789b5aa79%22	http://www.ansonika.com/limmo/js/quotation_wizard_func.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/js/quotation_wizard_func.js	(from http://www.ansonika.com/limmo/quotation.html)
23:06:34	39236/39236	---M--	200	added ('OK')	image/jpeg	etag:%229944-5cd478596ff7f%22	http://www.ansonika.com/limmo/img/team/team-1.jpg	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/img/team/team-1.jpg	(from http://www.ansonika.com/limmo/about.html)
23:06:36	120468/120468	---M--	200	added ('OK')	application/x-font-woff	etag:%221d694-5cd476ad7a57d%22	http://www.ansonika.com/limmo/css/bs-icon-font/bootstrap-icons.woff?856008caa5eb66df68595e734e59580d	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/css/bs-icon-font/bootstrap-icons63f3.woff	(from http://www.ansonika.com/limmo/css/vendors.css)
23:06:38	70244/70244	---M--	200	added ('OK')	image/jpeg	etag:%2211264-5cd4784e94796%22	http://www.ansonika.com/limmo/img/about_1.jpg	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/img/about_1.jpg	(from http://www.ansonika.com/limmo/about.html)
23:06:40	33997/33997	---M--	200	added ('OK')	image/jpeg	etag:%2284cd-5cd47859fa2aa%22	http://www.ansonika.com/limmo/img/team/team-2.jpg	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/img/team/team-2.jpg	(from http://www.ansonika.com/limmo/about.html)
23:06:42	6864/6864	---M--	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2009:53:39%20GMT	http://www.ansonika.com/limmo/js/parallax.min.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/js/parallax.min.js	(from http://www.ansonika.com/limmo/about.html)
23:06:44	31258/31258	---M--	200	added ('OK')	image/jpeg	etag:%227a1a-5cd4785add7ec%22	http://www.ansonika.com/limmo/img/team/team-4.jpg	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/img/team/team-4.jpg	(from http://www.ansonika.com/limmo/about.html)
23:06:44	53845/53845	---M--	200	added ('OK')	image/jpeg	etag:%22d255-5cd4785a40da7%22	http://www.ansonika.com/limmo/img/team/team-3.jpg	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/img/team/team-3.jpg	(from http://www.ansonika.com/limmo/about.html)
23:06:45	318/318	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%2213e-5cd476f40f45c%22	http://www.ansonika.com/limmo/html_rtl/img/favicon.ico	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/img/favicon.ico	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:45	605/605	---M--	200	added ('OK')	image/png	etag:%2225d-5cd476f331298%22	http://www.ansonika.com/limmo/html_rtl/img/apple-touch-icon-57x57-precomposed.png	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/img/apple-touch-icon-57x57-precomposed.png	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:47	746/746	---M--	200	added ('OK')	image/png	etag:%222ea-5cd476f334294%22	http://www.ansonika.com/limmo/html_rtl/img/apple-touch-icon-72x72-precomposed.png	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/img/apple-touch-icon-72x72-precomposed.png	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:47	1006/1006	---M--	200	added ('OK')	image/png	etag:%223ee-5cd476f23651f%22	http://www.ansonika.com/limmo/html_rtl/img/apple-touch-icon-114x114-precomposed.png	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/img/apple-touch-icon-114x114-precomposed.png	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:48	1253/1253	---M--	200	added ('OK')	image/png	etag:%224e5-5cd476f23656f%22	http://www.ansonika.com/limmo/html_rtl/img/apple-touch-icon-144x144-precomposed.png	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/img/apple-touch-icon-144x144-precomposed.png	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:49	162825/162825	---M--	200	added ('OK')	text/css	etag:%2227c09-5cd476e5d3990%22	http://www.ansonika.com/limmo/html_rtl/css/bootstrap.rtl.min.css	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/css/bootstrap.rtl.min.css	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:51	29235/29235	---M--	200	added ('OK')	text/css	etag:%227233-5cd476ec9d223%22	http://www.ansonika.com/limmo/html_rtl/css/style.css	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/css/style.css	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:52	84726/84726	---M--	200	added ('OK')	text/css	etag:%2214af6-5cd476ed572a5%22	http://www.ansonika.com/limmo/html_rtl/css/vendors.css	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/css/vendors.css	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:53	1619/1619	---M--	200	added ('OK')	text/css	etag:%22653-5cd476ec84114%22	http://www.ansonika.com/limmo/html_rtl/css/extra_rtl_style.css	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/css/extra_rtl_style.css	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:54	225/225	---M--	200	added ('OK')	text/css	etag:%22e1-5cd476eb90a40%22	http://www.ansonika.com/limmo/html_rtl/css/custom.css	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/css/custom.css	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:54	85303/85303	---M--	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2009:53:38%20GMT	http://www.ansonika.com/limmo/js/owl-carousel.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/js/owl-carousel.js	(from http://www.ansonika.com/limmo/about.html)
23:06:54	9455/9455	---M--	200	added ('OK')	image/svg+xml	etag:%2224ef-5cd476f500d13%22	http://www.ansonika.com/limmo/html_rtl/img/logo.svg	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/img/logo.svg	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:55	15865/15865	---M-Z	200	added ('OK')	text/html	etag:%223df9-5cd476dc50e37-gzip%22	http://www.ansonika.com/limmo/html_rtl/reservation-single-date-picker.html	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/reservation-single-date-picker.html	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:55	15865/15865	---M-Z	200	added ('OK')	text/html	etag:%223df9-5cd476dc3f288-gzip%22	http://www.ansonika.com/limmo/html_rtl/reservation-range-date-picker-lang.html	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/reservation-range-date-picker-lang.html	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:56	13132/13132	---M-Z	200	added ('OK')	text/html	etag:%22334c-5cd476db537ef-gzip%22	http://www.ansonika.com/limmo/html_rtl/registration.html	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/registration.html	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:57	20320/20320	---M-Z	200	added ('OK')	text/html	etag:%224f60-5cd476dd225cf-gzip%22	http://www.ansonika.com/limmo/html_rtl/review.html	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/review.html	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:57	16565/16565	---M-Z	200	added ('OK')	text/html	etag:%2240b5-5cd476db537db-gzip%22	http://www.ansonika.com/limmo/html_rtl/quotation.html	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/quotation.html	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:58	14447/14447	---M-Z	200	added ('OK')	text/html	etag:%22386f-5cd476d99199e-gzip%22	http://www.ansonika.com/limmo/html_rtl/about.html	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/about.html	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:06:58	8769/8769	---M-Z	200	added ('OK')	text/html	etag:%222241-5cd476da577e2-gzip%22	http://www.ansonika.com/limmo/html_rtl/contact.html	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/contact.html	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:07:00	1331/1331	---M--	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2009:46:25%20GMT	http://www.ansonika.com/limmo/html_rtl/js/common_functions.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/js/common_functions.js	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:07:00	1032/1032	---M--	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2009:45:56%20GMT	http://www.ansonika.com/limmo/html_rtl/assets/validate.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/assets/validate.js	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:07:01	508/508	---M--	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2009:46:30%20GMT	http://www.ansonika.com/limmo/html_rtl/js/reservation_wizard_func.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/js/reservation_wizard_func.js	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:07:02	5219/5219	---M--	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2009:46:27%20GMT	http://www.ansonika.com/limmo/html_rtl/js/daterangepicker_func.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/js/daterangepicker_func.js	(from http://www.ansonika.com/limmo/html_rtl/index.html)
23:07:03	506185/506185	---M--	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2009:53:37%20GMT	http://www.ansonika.com/limmo/js/common_scripts.min.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/js/common_scripts.min.js	(from http://www.ansonika.com/limmo/review.html)
23:07:04	703/703	---M--	200	added ('OK')	image/svg+xml	etag:%222bf-5cd476f62df12%22	http://www.ansonika.com/limmo/html_rtl/img/plus.svg	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/img/plus.svg	(from http://www.ansonika.com/limmo/html_rtl/css/style.css)
23:07:04	626/626	---M--	200	added ('OK')	image/svg+xml	etag:%22272-5cd476f530001%22	http://www.ansonika.com/limmo/html_rtl/img/minus.svg	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/img/minus.svg	(from http://www.ansonika.com/limmo/html_rtl/css/style.css)
23:07:07	90528/90528	---M--	200	added ('OK')	text/html	etag:%22161a0-5cd4771d3228b%22	http://www.ansonika.com/limmo/html_rtl/css/bs-icon-font/bootstrap-icons.woff2?856008caa5eb66df68595e734e59580d	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/css/bs-icon-font/bootstrap-icons63f3.html	(from http://www.ansonika.com/limmo/html_rtl/css/vendors.css)
23:07:08	2820/2820	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b04-5cd4773922218%22	http://www.ansonika.com/limmo/html_rtl/css/smiles_icon_fonts/font/smiles.eot	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/css/smiles_icon_fonts/font/smiles.eot	(from http://www.ansonika.com/limmo/html_rtl/css/vendors.css)
23:07:08	1344/1344	---M--	200	added ('OK')	application/x-font-woff	etag:%22540-5cd47739f0238%22	http://www.ansonika.com/limmo/html_rtl/css/smiles_icon_fonts/font/smiles.woff	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/css/smiles_icon_fonts/font/smiles.woff	(from http://www.ansonika.com/limmo/html_rtl/css/vendors.css)
23:07:09	2820/2820	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b04-5cd4773922218%22	http://www.ansonika.com/limmo/html_rtl/css/smiles_icon_fonts/font/smiles.eot?	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/css/smiles_icon_fonts/font/smilesd41d.eot	(from http://www.ansonika.com/limmo/html_rtl/css/vendors.css)
23:07:09	2660/2660	---M--	200	added ('OK')	text/html	etag:%22a64-5cd47739f01fd%22	http://www.ansonika.com/limmo/html_rtl/css/smiles_icon_fonts/font/smiles.ttf	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/css/smiles_icon_fonts/font/smiles.html	(from http://www.ansonika.com/limmo/html_rtl/css/vendors.css)
23:07:09	6805/6805	---M--	200	added ('OK')	image/svg+xml	etag:%221a95-5cd4773922aa4%22	http://www.ansonika.com/limmo/html_rtl/css/smiles_icon_fonts/font/smiles.svg	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/css/smiles_icon_fonts/font/smiles.svg	(from http://www.ansonika.com/limmo/html_rtl/css/vendors.css)
23:07:10	269/269	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Mar%202022%2017:35:54%20GMT	http://www.ansonika.com/limmo/html_rtl/css/owl.video.play.png	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/css/owl.video.play.png	(from http://www.ansonika.com/limmo/html_rtl/css/vendors.css)
23:07:10	513/513	---M--	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2009:46:29%20GMT	http://www.ansonika.com/limmo/html_rtl/js/registration_wizard_func.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/js/registration_wizard_func.js	(from http://www.ansonika.com/limmo/html_rtl/registration.html)
23:07:11	471/471	---M--	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2009:46:25%20GMT	http://www.ansonika.com/limmo/html_rtl/js/autocomplete_func.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/js/autocomplete_func.js	(from http://www.ansonika.com/limmo/html_rtl/registration.html)
23:07:11	483/483	---M--	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2009:46:30%20GMT	http://www.ansonika.com/limmo/html_rtl/js/review_wizard_func.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/js/review_wizard_func.js	(from http://www.ansonika.com/limmo/html_rtl/review.html)
23:07:12	529/529	---M--	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2009:46:29%20GMT	http://www.ansonika.com/limmo/html_rtl/js/quotation_wizard_func.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/js/quotation_wizard_func.js	(from http://www.ansonika.com/limmo/html_rtl/quotation.html)
23:07:19	39236/39236	---M--	200	added ('OK')	image/jpeg	etag:%229944-5cd47721251e0%22	http://www.ansonika.com/limmo/html_rtl/img/team/team-1.jpg	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/img/team/team-1.jpg	(from http://www.ansonika.com/limmo/html_rtl/about.html)
23:07:23	70244/70244	---M--	200	added ('OK')	image/jpeg	etag:%2211264-5cd476f166cfd%22	http://www.ansonika.com/limmo/html_rtl/img/about_1.jpg	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/img/about_1.jpg	(from http://www.ansonika.com/limmo/html_rtl/about.html)
23:07:23	120468/120468	---M--	200	added ('OK')	application/x-font-woff	etag:%221d694-5cd4771cf2c93%22	http://www.ansonika.com/limmo/html_rtl/css/bs-icon-font/bootstrap-icons.woff?856008caa5eb66df68595e734e59580d	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/css/bs-icon-font/bootstrap-icons63f3.woff	(from http://www.ansonika.com/limmo/html_rtl/css/vendors.css)
23:07:24	33997/33997	---M--	200	added ('OK')	image/jpeg	etag:%2284cd-5cd477212d25f%22	http://www.ansonika.com/limmo/html_rtl/img/team/team-2.jpg	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/img/team/team-2.jpg	(from http://www.ansonika.com/limmo/html_rtl/about.html)
23:07:27	6864/6864	---M--	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2009:46:28%20GMT	http://www.ansonika.com/limmo/html_rtl/js/parallax.min.js	C:/My%20Web%20Sites/form/www.ansonika.com/limmo/html_rtl/js/parallax.min.js	(from http://www.ansonika.com/limmo/html_rtl/about.html)
